journal_name,journal_name_norm,issn,eissn,jcr_year,jif,categories,source_files,% of Articles in Citable items,% of Citable OA,2024 JCI,2024 JIF,5 Year JIF,5 Year JIF Quartile,AIS Quartile,AIS Rank,Article Influence Score,Citable Items,Cited Half-Life,Citing Half-Life,Edition,Eigenfactor,Immediacy Index,JCI Percentile,JCI Quartile,JCI Rank,JCR Abbreviation,JIF Percentile,JIF Quartile,JIF Rank,JIF Without Self Cites,Normalized Eigenfactor,Publisher,Total Articles,Total Citations
AtoZ-Novas Praticas em Informacao e Conhecimento,ATOZ-NOVAS PRATICAS EM INFORMACAO E CONHECIMENTO,2237-826X,2237-826X,2024,0.2,INFORMATION SCIENCE & LIBRARY SCIENCE,INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv,86.67%,1.09%,0.05,0.2,0.2,Q4,Q4,146/159,0.045,30,,7,ESCI,0,0.1,12.95,Q4,145/166,ATOZ,13.0,Q4,145/166,0.2,0.012,"UNIV FEDERAL PARANA, DEPT CIENCIA & GESTAO INFORMACAO",26,53
Biblios-Revista de Bibliotecologia y Ciencias de la Informacion,BIBLIOS-REVISTA DE BIBLIOTECOLOGIA Y CIENCIAS DE LA INFORMACION,1562-4730,1562-4730,2024,0.2,INFORMATION SCIENCE & LIBRARY SCIENCE,INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv,100%,97.44%,0.03,0.2,0.2,Q4,Q4,141/159,0.059,14,,6.2,ESCI,0,<0.1,7.53,Q4,154/166,BIBLIOS,13.0,Q4,145/166,0.2,0.008,"UNIV PITTSBURGH, UNIV LIBRARY SYSTEM",14,66
Bibliotecas-Anales de Investigacion,BIBLIOTECAS-ANALES DE INVESTIGACION,0006-176X,1683-8947,2024,0.2,INFORMATION SCIENCE & LIBRARY SCIENCE,INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv,82.76%,0%,0.01,0.2,0.2,Q4,Q4,145/159,0.048,29,,6.9,ESCI,0,<0.1,2.11,Q4,163/166,BIBL-AN INVESTIG,13.0,Q4,145/166,0.2,0.016,BIBLIOTECA NACL CUBA JOSE MARTI,24,61
Bulletin of the European Association for Theoretical Computer Science,BULLETIN OF THE EUROPEAN ASSOCIATION FOR THEORETICAL COMPUTER SCIENCE,0252-9742,0252-9742,2024,0.2,"COMPUTER SCIENCE, THEORY & METHODS","COMPUTER SCIENCE, THEORY & METHODS_JCR_JournalResults_02_2026.csv",87.5%,0%,0.03,0.2,0.2,Q4,Q4,133/146,0.135,8,,9.7,ESCI,0,0.1,0.34,Q4,147/147,BULL EUR ASSOC THEOR,1.0,Q4,146/147,0.2,0.016,EUROPEAN ASSOC THEORETICAL COMPUTER SCIENCE,7,95
BUNSEKI KAGAKU,BUNSEKI KAGAKU,0525-1931,,2024,0.2,"CHEMISTRY, ANALYTICAL","CHEMISTRY, ANALYTICAL_JCR_JournalResults_02_2026.csv",100%,8.38%,0.04,0.2,0.2,Q4,Q4,111/111,0.025,68,18.6,13.5,SCIE,0,<0.1,0.45,Q4,111/111,BUNSEKI KAGAKU,1.4,Q4,110/111,0.2,0.017,JAPAN SOC ANALYTICAL CHEMISTRY,68,376
CHEMISTRY & INDUSTRY,CHEMISTRY AND INDUSTRY,0009-3068,2047-6329,2024,0.2,"CHEMISTRY, APPLIED","CHEMISTRY, APPLIED_JCR_JournalResults_02_2026.csv",97.3%,0%,0,0.2,0.3,Q4,Q4,73/76,0.039,37,32.8,2.8,SCIE,0,0.1,1.95,Q4,76/77,CHEM IND-LONDON,4.6,Q4,73/76,0.2,0.011,"WILEY PERIODICALS, INC",36,463
Ciencia e Ingenieria,CIENCIA E INGENIERIA,1316-7081,2244-8780,2024,0.2,"ENGINEERING, MULTIDISCIPLINARY","ENGINEERING, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",93.75%,6.82%,0.04,0.2,0.1,Q4,Q4,173/174,0.009,32,,12.7,ESCI,0,<0.1,4.19,Q4,172/179,CIENC ING,7.0,Q4,167/179,0.1,0.003,UNIV LOS ANDES FAC ENG,30,52
COMPUTER MUSIC JOURNAL,COMPUTER MUSIC JOURNAL,0148-9267,1531-5169,2024,0.2,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS_JCR_JournalResults_02_2026.csv",,8.33%,0.24,0.2,0.5,Q4,Q4,160/172,0.125,0,22.4,,SCIE,0,,13.28,Q4,154/177,COMPUT MUSIC J,1.4,Q4,175/177,0.2,0.019,MIT PRESS,0,419
Eco-Engineering,ECO-ENGINEERING,1347-0485,1880-4500,2024,0.2,"ENGINEERING, ENVIRONMENTAL","ENGINEERING, ENVIRONMENTAL_JCR_JournalResults_02_2026.csv",100%,0%,0.02,0.2,0.2,Q4,Q4,81/81,0.01,11,,9.4,ESCI,0,<0.1,3.01,Q4,81/83,ECO-ENG,3.0,Q4,81/83,<0.1,0.001,"SOC ECO-ENGINEERING, ENV SCI & TECH, GRAD SCH LIFE & ENV SCI",11,23
Elektrotehniski Vestnik,ELEKTROTEHNISKI VESTNIK,0013-5852,2232-3236,2024,0.2,"ENGINEERING, ELECTRICAL & ELECTRONIC","ENGINEERING, ELECTRICAL & ELECTRONIC_JCR_JournalResults_02_2026.csv",96.43%,0%,0.04,0.2,0.2,Q4,Q4,355/359,0.027,28,,5.7,ESCI,0,<0.1,0.68,Q4,366/368,ELEKTROTEH VESTN,0.7,Q4,366/368,0.1,0.009,ELECTROTECHNICAL SOC SLOVENIA,27,91
Em Questao,EM QUESTAO,1807-8893,1808-5245,2024,0.2,INFORMATION SCIENCE & LIBRARY SCIENCE,INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv,98.48%,91.41%,0.1,0.2,0.2,Q4,Q4,143/159,0.058,66,3.8,8.6,ESCI,0,0.9,21.39,Q4,131/166,EM QUESTAO,13.0,Q4,145/166,0.2,0.034,"UNIV FEDERAL RIO GRANDE SUL, FAC BIBLIOTECONOMIA & COMUNICACAO",65,210
Engineering Technologies and Systems,ENGINEERING TECHNOLOGIES AND SYSTEMS,2658-4123,2658-6525,2024,0.2,"ENGINEERING, MULTIDISCIPLINARY","ENGINEERING, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",100%,97.14%,0.06,0.2,0.2,Q4,Q4,174/174,0.008,36,,4.3,ESCI,0,0.1,9.78,Q4,162/179,ENG TECHNOL SYST,7.0,Q4,167/179,0.1,0.002,OGAREV MORDOVIA STATE UNIV,36,30
Ibersid-Revista de Sistemas de Informacion y Documentacion,IBERSID-REVISTA DE SISTEMAS DE INFORMACION Y DOCUMENTACION,1888-0967,2174-081X,2024,0.2,INFORMATION SCIENCE & LIBRARY SCIENCE,INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv,100%,39.06%,0.06,0.2,0.2,Q4,Q4,147/159,0.041,22,,7.5,ESCI,0,<0.1,15.96,Q4,140/166,IBERSID,13.0,Q4,145/166,0.2,0.006,IBERSID NETWORK,22,43
Ingenieria y Competitividad,INGENIERIA Y COMPETITIVIDAD,0123-3033,0123-3033,2024,0.2,"ENGINEERING, MULTIDISCIPLINARY","ENGINEERING, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",87.5%,71.96%,0.04,0.2,0.2,Q4,Q4,163/174,0.033,64,7.6,6.2,ESCI,0,<0.1,4.19,Q4,172/179,ING COMPET,7.0,Q4,167/179,0.2,0.013,"UNIV VALLE, FAC INGENIERIA",56,149
International Journal of Internet Protocol Technology,INTERNATIONAL JOURNAL OF INTERNET PROTOCOL TECHNOLOGY,1743-8209,1743-8217,2024,0.2,"COMPUTER SCIENCE, INFORMATION SYSTEMS","COMPUTER SCIENCE, INFORMATION SYSTEMS_JCR_JournalResults_02_2026.csv",100%,0%,0.06,0.2,0.3,Q4,Q4,247/249,0.036,10,,6.9,ESCI,0,<0.1,0.97,Q4,256/258,INT J INTERNET PROTO,1.4,Q4,255/258,0.1,0.008,INDERSCIENCE ENTERPRISES LTD,10,53
International Journal of Mobile Human Computer Interaction,INTERNATIONAL JOURNAL OF MOBILE HUMAN COMPUTER INTERACTION,1942-390X,1942-3918,2024,0.2,"COMPUTER SCIENCE, CYBERNETICS","COMPUTER SCIENCE, CYBERNETICS_JCR_JournalResults_02_2026.csv",,40%,0.03,0.2,1.1,Q4,Q4,29/32,0.186,0,7.6,,ESCI,0,,1.56,Q4,32/32,INT J MOB HUM COMPUT,1.6,Q4,32/32,0.2,0.012,IGI GLOBAL,0,121
International Journal of Public Administration in the Digital Age,INTERNATIONAL JOURNAL OF PUBLIC ADMINISTRATION IN THE DIGITAL AGE,2334-4520,2334-4539,2024,0.2,INFORMATION SCIENCE & LIBRARY SCIENCE,INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv,100%,90%,0.13,0.2,0.7,Q3,Q3,117/159,0.153,9,,6.5,ESCI,0,0.2,23.80,Q4,127/166,INT J PUBLIC ADM DIG,13.0,Q4,145/166,0.2,0.015,IGI GLOBAL,9,87
IPSI BgD Transactions on Internet Research,IPSI BGD TRANSACTIONS ON INTERNET RESEARCH,1820-4503,1820-4503,2024,0.2,"COMPUTER SCIENCE, INFORMATION SYSTEMS","COMPUTER SCIENCE, INFORMATION SYSTEMS_JCR_JournalResults_02_2026.csv",100%,1.67%,0.09,0.2,0.2,Q4,Q4,249/249,0.014,20,,7.3,ESCI,0,0.3,2.52,Q4,252/258,IPSI BDG TRANS INTER,1.4,Q4,255/258,0.1,0.002,IPSI BELGRADE LTD,20,37
JOHNS HOPKINS APL TECHNICAL DIGEST,JOHNS HOPKINS APL TECHNICAL DIGEST,0270-5214,1930-0530,2024,0.2,"ENGINEERING, MULTIDISCIPLINARY","ENGINEERING, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",100%,0%,0.04,0.2,0.2,Q4,Q4,158/174,0.054,6,22.8,,ESCI,0,<0.1,4.19,Q4,172/179,J HOPKINS APL TECH D,7.0,Q4,167/179,0.1,0.014,JOHNS HOPKINS UNIV APPLIED PHYSICS LABORATORY LLC,6,422
Journal of Active and Passive Electronic Devices,JOURNAL OF ACTIVE AND PASSIVE ELECTRONIC DEVICES,1555-0281,1555-029X,2024,0.2,"ENGINEERING, ELECTRICAL & ELECTRONIC","ENGINEERING, ELECTRICAL & ELECTRONIC_JCR_JournalResults_02_2026.csv",100%,0%,0.03,0.2,0.1,Q4,Q4,359/359,0.003,11,,8,ESCI,0,<0.1,0.14,Q4,368/368,J ACT PASSIV ELECTRO,0.7,Q4,366/368,0.1,0.001,OLD CITY PUBLISHING INC,11,29
Journal of Applied Logics-IfCoLoG Journal of Logics and their Applications,JOURNAL OF APPLIED LOGICS-IFCOLOG JOURNAL OF LOGICS AND THEIR APPLICATIONS,2631-9810,2631-9829,2024,0.2,LOGIC,LOGIC_JCR_JournalResults_02_2026.csv,100%,0%,0.52,0.2,0.4,Q4,Q4,23/25,0.219,25,6.2,16.1,ESCI,0,0.1,27.78,Q3,20/27,J APPL LOG-IFCOLOG,9.3,Q4,25/27,0.2,0.096,COLL PUBLICATIONS,25,225
Journal of Computer Chemistry-Japan,JOURNAL OF COMPUTER CHEMISTRY-JAPAN,1347-1767,1347-3824,2024,0.2,"CHEMISTRY, MULTIDISCIPLINARY","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",100%,100%,0.02,0.2,0.2,Q4,Q4,236/238,0.025,26,,13.3,ESCI,0,0.1,0.62,Q4,240/241,J COMPUT CHEM-JPN,2.3,Q4,234/239,0.1,0.006,"SOC COMPUTER CHEMISTRY, JAPAN",26,96
Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,JOURNAL OF FOOD SAFETY AND FOOD QUALITY-ARCHIV FUR LEBENSMITTELHYGIENE,0003-925X,,2024,0.2,"CHEMISTRY, APPLIED","CHEMISTRY, APPLIED_JCR_JournalResults_02_2026.csv",88.89%,0%,0.05,0.2,0.3,Q4,Q4,74/76,0.036,18,7.7,9.2,SCIE,0,0.1,5.84,Q4,73/77,J FOOD SAF FOOD QUAL,4.6,Q4,73/76,0.2,0.007,M H SCHAPER GMBH CO KG,16,105
Journal of Physical Studies,JOURNAL OF PHYSICAL STUDIES,1027-4642,2310-0052,2024,0.2,"PHYSICS, MULTIDISCIPLINARY","PHYSICS, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",100%,1.04%,0.13,0.2,0.3,Q4,Q4,100/111,0.061,39,7.3,13.5,ESCI,0,0.1,14.47,Q4,98/114,J PHYS STUD,4.8,Q4,109/114,0.2,0.02,WEST UKRAINIAN PHYSICAL SOC,39,156
Journal of Power Technologies,JOURNAL OF POWER TECHNOLOGIES,2083-4187,2083-4195,2024,0.2,ENERGY & FUELS,ENERGY & FUELS_JCR_JournalResults_02_2026.csv,95.83%,0%,0.04,0.2,0.3,Q4,Q4,170/173,0.05,24,9.1,9,ESCI,0,0.1,0.82,Q4,181/182,J POWER TECHNOL,0.8,Q4,181/182,0.2,0.01,"WARSAW UNIV TECHNOLOGY, INST HEAT ENGINEERING",23,274
Journal of Robotics Networking and Artificial Life,JOURNAL OF ROBOTICS NETWORKING AND ARTIFICIAL LIFE,2352-6386,2352-6386,2024,0.2,ROBOTICS,ROBOTICS_JCR_JournalResults_02_2026.csv,100%,11.03%,0.06,0.2,0.3,Q4,Q4,47/47,0.057,15,4.8,7.6,ESCI,0,0.1,1.04,Q4,48/48,J ROBOT NETW ARTIF L,1.0,Q4,48/48,0.2,0.03,ALife Robotics Corp Ltd,15,134
JOURNAL OF SYNTHETIC ORGANIC CHEMISTRY JAPAN,JOURNAL OF SYNTHETIC ORGANIC CHEMISTRY JAPAN,0037-9980,,2024,0.2,"CHEMISTRY, ORGANIC","CHEMISTRY, ORGANIC_JCR_JournalResults_02_2026.csv",60%,60.33%,0.04,0.2,0.2,Q4,Q4,55/57,0.039,75,11.5,9.8,SCIE,0,0.1,2.63,Q4,56/57,J SYN ORG CHEM JPN,2.6,Q4,56/57,0.1,0.031,SOC SYNTHETIC ORGANIC CHEM JPN,45,370
Journal of the Korean Chemical Society-Daehan Hwahak Hoe Jee,JOURNAL OF THE KOREAN CHEMICAL SOCIETY-DAEHAN HWAHAK HOE JEE,1017-2548,2234-8530,2024,0.2,"CHEMISTRY, MULTIDISCIPLINARY","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",96.88%,0%,0.06,0.2,0.3,Q4,Q4,233/238,0.026,32,11.9,12.6,ESCI,0,0.1,5.60,Q4,228/241,J KOREAN CHEM SOC,2.3,Q4,234/239,0.1,0.011,KOREAN CHEMICAL SOC,31,349
Journal of the Serbian Society for Computational Mechanics,JOURNAL OF THE SERBIAN SOCIETY FOR COMPUTATIONAL MECHANICS,1820-6530,1820-6530,2024,0.2,"ENGINEERING, MULTIDISCIPLINARY","ENGINEERING, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",100%,93.62%,0.09,0.2,0.5,Q4,Q4,147/174,0.068,10,5.9,13.2,ESCI,0,0.2,12.57,Q4,157/179,J SERB SOC COMPUT ME,7.0,Q4,167/179,0.1,0.013,SERBIAN SOC COMPUTATIONAL MECHANICS,10,112
KAGAKU KOGAKU RONBUNSHU,KAGAKU KOGAKU RONBUNSHU,0386-216X,,2024,0.2,"ENGINEERING, CHEMICAL","ENGINEERING, CHEMICAL_JCR_JournalResults_02_2026.csv",100%,0%,0.03,0.2,0.2,Q4,Q4,166/174,0.037,20,20.8,11.1,SCIE,0,0.1,3.13,Q4,171/176,KAGAKU KOGAKU RONBUN,2.0,Q4,173/176,0.1,0.01,SOC CHEMICAL ENG JAPAN,20,252
Knygotyra,KNYGOTYRA,0204-2061,2345-0053,2024,0.2,INFORMATION SCIENCE & LIBRARY SCIENCE,INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv,93.75%,100%,0.13,0.2,,,,,,16,,24.8,ESCI,0,0.1,23.80,Q4,127/166,KNYGOTYRA,13.0,Q4,145/166,0.1,0.017,VILNIUS UNIV PRESS,15,69
Magnetic Resonance in Solids,MAGNETIC RESONANCE IN SOLIDS,2072-5981,2072-5981,2024,0.2,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL_JCR_JournalResults_02_2026.csv",100%,100%,0.1,0.2,0.2,Q4,Q4,39/40,0.036,35,,15.6,ESCI,0,0.1,6.25,Q4,38/40,MAGN RESON SOLIDS,1.3,Q4,39/39,0.2,0.004,KAZAN FEDERAL UNIV,35,39
Makara Journal of Technology,MAKARA JOURNAL OF TECHNOLOGY,2355-2786,2356-4539,2024,0.2,"ENGINEERING, MULTIDISCIPLINARY","ENGINEERING, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",100%,97.92%,0.06,0.2,0.4,Q4,Q4,153/174,0.06,15,9.2,6.4,ESCI,0,0.1,9.78,Q4,162/179,MAKARA J TECHNOL,7.0,Q4,167/179,0.2,0.01,"UNIV INDONESIA, FAC ENGINEERING",15,117
METALLURGIA ITALIANA,METALLURGIA ITALIANA,0026-0843,0026-0843,2024,0.2,METALLURGY & METALLURGICAL ENGINEERING,METALLURGY & METALLURGICAL ENGINEERING_JCR_JournalResults_02_2026.csv,100%,0%,0.04,0.2,0.2,Q4,Q4,94/94,0.034,60,9.6,8.5,SCIE,0,0.1,0.52,Q4,97/97,METALL ITAL,0.5,Q4,97/97,0.2,0.021,ASSOC ITALIANA METALLURGIA,60,289
Periodico Tche Quimica,PERIODICO TCHE QUIMICA,1806-0374,2179-0302,2024,0.2,"CHEMISTRY, MULTIDISCIPLINARY","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",100%,0%,0.03,0.2,0.2,Q4,Q4,233/238,0.026,24,4.7,9.2,ESCI,0,0.1,1.87,Q4,237/241,PERIOD TCHE QUIM,2.3,Q4,234/239,0.1,0.029,TCHE QUIMICA GROUP,24,142
Problemele Energeticii Regionale,PROBLEMELE ENERGETICII REGIONALE,1857-0070,1857-0070,2024,0.2,ENERGY & FUELS,ENERGY & FUELS_JCR_JournalResults_02_2026.csv,96.55%,92%,0.03,0.2,0.1,Q4,Q4,172/173,0.019,58,,8.8,ESCI,0,0.1,0.27,Q4,182/182,PROBL ENERG REG,0.8,Q4,181/182,0.1,0.008,"INST POWER ENGINEERING, ACAD SCIENCES MOLDOVA",56,59
Recent Contributions to Physics,RECENT CONTRIBUTIONS TO PHYSICS,1563-0315,2663-2276,2024,0.2,"PHYSICS, MULTIDISCIPLINARY","PHYSICS, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",100%,99.17%,0.04,0.2,,,,,,45,,8,ESCI,0,0.1,3.95,Q4,110/114,RECENT CONTRIB PHYS,4.8,Q4,109/114,0.1,0.003,AL-FARABI KAZAKH NATL UNIV,45,22
Revista Colombiana de Quimica,REVISTA COLOMBIANA DE QUIMICA,0120-2804,2357-3791,2024,0.2,"CHEMISTRY, MULTIDISCIPLINARY","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",,100%,0.03,0.2,0.5,Q4,Q4,213/238,0.066,0,7.3,,ESCI,0,,1.87,Q4,237/241,REV COLOMB QUIM,2.3,Q4,234/239,0.2,0.011,"UNIV NAC COLOMBIA, DEPT QUIMICA",0,122
Revista Cubana de Fisica,REVISTA CUBANA DE FISICA,0253-9268,2224-7939,2024,0.2,"PHYSICS, MULTIDISCIPLINARY","PHYSICS, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",100%,0%,0.04,0.2,0.2,Q4,Q4,107/111,0.03,9,,14.5,ESCI,0,<0.1,3.95,Q4,110/114,REV CUB FIS,4.8,Q4,109/114,0.1,0.005,EDICIONES CUBANAS,9,56
Revista de Humanidades de Valparaiso-RHV,REVISTA DE HUMANIDADES DE VALPARAISO-RHV,0719-4234,0719-4242,2024,0.2,LOGIC,LOGIC_JCR_JournalResults_02_2026.csv,100%,88%,0.24,0.2,,,,,,36,,14.1,ESCI,0,0.1,5.56,Q4,26/27,REV HUMANID VALPSO,9.3,Q4,25/27,0.1,0.021,UNIV VALPARAISO,36,32
Revista General de Informacion y Documentacion,REVISTA GENERAL DE INFORMACION Y DOCUMENTACION,1132-1873,1988-2858,2024,0.2,INFORMATION SCIENCE & LIBRARY SCIENCE,INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv,96.3%,94.81%,0.06,0.2,0.3,Q4,Q4,121/159,0.137,27,6.7,8.8,ESCI,0,<0.1,15.96,Q4,140/166,REV GEN INF DOC,13.0,Q4,145/166,0.2,0.032,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES",26,145
Revista Habitat Sustentable,REVISTA HABITAT SUSTENTABLE,0719-0700,0719-0700,2024,0.2,"ENGINEERING, ENVIRONMENTAL","ENGINEERING, ENVIRONMENTAL_JCR_JournalResults_02_2026.csv",100%,100%,0.02,0.2,0.4,Q4,Q4,76/81,0.08,20,,4.7,ESCI,0,0.1,3.01,Q4,81/83,REV HABITAT SUSTENTA,3.0,Q4,81/83,0.2,0.01,UNIV BIO-BIO,20,38
Science & Technique,SCIENCE AND TECHNIQUE,2227-1031,2227-1031,2024,0.2,"ENGINEERING, MULTIDISCIPLINARY","ENGINEERING, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",98.11%,90.23%,0.06,0.2,0.3,Q4,Q4,164/174,0.031,53,6.3,10.4,ESCI,0,0.1,9.78,Q4,162/179,SCI TECH-BEL,7.0,Q4,167/179,0.1,0.017,BELARUSIAN NATL TECHNICAL UNIV,52,193
St Petersburg Polytechnic University Journal-Physics and Mathematics,ST PETERSBURG POLYTECHNIC UNIVERSITY JOURNAL-PHYSICS AND MATHEMATICS,2405-7223,2405-7223,2024,0.2,"PHYSICS, MULTIDISCIPLINARY","PHYSICS, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",99.58%,0%,0.05,0.2,0.2,Q4,Q4,106/111,0.033,238,1.9,8.5,ESCI,0,<0.1,4.82,Q4,109/114,ST PETER POLY U J-PH,4.8,Q4,109/114,0.1,0.046,POLYTECHNICAL UNIV PUBLISHING HOUSE,237,171
Strength Fracture and Complexity,STRENGTH FRACTURE AND COMPLEXITY,1567-2069,1875-9262,2024,0.2,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING","MATERIALS SCIENCE, CHARACTERIZATION & TESTING_JCR_JournalResults_02_2026.csv",100%,0%,0.09,0.2,0.5,Q4,Q4,35/38,0.083,3,,,ESCI,0,<0.1,1.32,Q4,38/38,STRENGTH FRACT COMP,1.4,Q4,37/37,0.2,0.009,IOS PRESS,3,61
Vestnik Tomskogo Gosudarstvennogo Universiteta-Upravlenie Vychislitelnaja Tehnika i Informatika-Tomsk State University Journal of Control and Computer Science,VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-UPRAVLENIE VYCHISLITELNAJA TEHNIKA I INFORMATIKA-TOMSK STATE UNIVERSITY JOURNAL OF CONTROL AND COMPUTER SCIENCE,1998-8605,2311-2085,2024,0.2,AUTOMATION & CONTROL SYSTEMS,AUTOMATION & CONTROL SYSTEMS_JCR_JournalResults_02_2026.csv,100%,0%,0.04,0.2,0.1,Q4,Q4,87/87,0.006,51,,10.1,ESCI,0,<0.1,1.69,Q4,88/89,VESTN TOMSK GOS U-UP,0.6,Q4,89/89,<0.1,0.003,TOMSK STATE UNIV,51,68
ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE,ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE,0044-2380,1864-2950,2024,0.2,INFORMATION SCIENCE & LIBRARY SCIENCE,INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv,100%,0%,0.04,0.2,0.1,Q4,Q4,155/159,0.023,14,,19.9,SSCI,0,0.1,9.34,Q4,151/166,Z BIBL BIBL,13.0,Q4,145/166,0.1,0.004,VITTORIO KLOSTERMANN GMBH,14,34
3C Tic,3C TIC,2254-6529,2254-6529,2024,0.1,"COMPUTER SCIENCE, THEORY & METHODS","COMPUTER SCIENCE, THEORY & METHODS_JCR_JournalResults_02_2026.csv",100%,100%,0.08,0.1,0.1,Q4,Q4,146/146,0.021,9,,4.2,ESCI,0,<0.1,3.06,Q4,143/147,3C TIC,0.3,Q4,147/147,0.1,0.006,AREA INNOVACION & DESARROLLO,9,34
ACERVO,ACERVO,0102-700X,2237-8723,2024,0.1,INFORMATION SCIENCE & LIBRARY SCIENCE,INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv,98.68%,0.64%,0.01,0.1,,,,,,76,,16.5,ESCI,0,<0.1,2.11,Q4,163/166,ACERVO-BRAZIL,7.5,Q4,154/166,<0.1,0.013,Arquivo Nacional,75,76
AFINIDAD,AFINIDAD,0001-9704,2339-9686,2024,0.1,"CHEMISTRY, MULTIDISCIPLINARY","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",100%,1.72%,0.03,0.1,0.3,Q4,Q4,229/238,0.036,29,10,9.3,SCIE,0,0.1,1.87,Q4,237/241,AFINIDAD,0.6,Q4,238/239,0.1,0.011,Assoc Antics Alumnes Inst Quimic Sarria - AIQS,29,171
Anales AFA,ANALES AFA,0327-358X,1850-1168,2024,0.1,"PHYSICS, MULTIDISCIPLINARY","PHYSICS, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",94.44%,53.95%,0.03,0.1,0.1,Q4,Q4,109/111,0.021,18,,11.1,ESCI,0,<0.1,2.19,Q4,112/114,AN AFA,1.3,Q4,113/114,0.1,0.004,ASOC FISICA ARGENTINA,17,24
Bibliotecas-Revista de la Escuela de Bibliotecologia Documentacion e Informacion,BIBLIOTECAS-REVISTA DE LA ESCUELA DE BIBLIOTECOLOGIA DOCUMENTACION E INFORMACION,1409-3049,1659-3286,2024,0.1,INFORMATION SCIENCE & LIBRARY SCIENCE,INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv,100%,79.17%,0.04,0.1,0.2,Q4,Q4,157/159,0.022,15,,8.6,ESCI,0,0.1,9.34,Q4,151/166,BIBLIOTECAS,7.5,Q4,154/166,<0.1,0.001,"UNIV NACL, ESCUELA BIBLIOTECOLOGIA DOCUMENTACION & INFORMACION",15,9
Bibliothek Forschung und Praxis,BIBLIOTHEK FORSCHUNG UND PRAXIS,0341-4183,1865-7648,2024,0.1,INFORMATION SCIENCE & LIBRARY SCIENCE,INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv,100%,88.24%,0.03,0.1,0.2,Q4,Q4,149/159,0.035,78,,7.7,ESCI,0,<0.1,7.53,Q4,154/166,BIBL FORSCH PRAX,7.5,Q4,154/166,0.1,0.018,WALTER DE GRUYTER GMBH,78,79
Bosniaca-Journal of the National and University Library of Bosnia and Herzegovina,BOSNIACA-JOURNAL OF THE NATIONAL AND UNIVERSITY LIBRARY OF BOSNIA AND HERZEGOVINA,1512-5033,2303-8888,2024,0.1,INFORMATION SCIENCE & LIBRARY SCIENCE,INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv,75%,94.29%,0.01,0.1,0.1,Q4,Q4,159/159,0.011,12,,13.4,ESCI,0,<0.1,2.11,Q4,163/166,BOSNIACA,7.5,Q4,154/166,<0.1,0.001,NATL & UNIV LIBRARY BOSNIA & HERZEGOVINA,9,11
